order_id,user_id,order_time,pay_time,province,city,channel,order_status,total_amount,discount_amount,pay_amount
O2025082600042696,U006068,2025-08-26 22:09:55,2025-08-26 22:31:55,河南省,新乡,APP,已完成,4315.15,258.91,4056.24
O2026021600042697,U000739,2026-02-16 11:53:00,2026-02-16 12:16:00,重庆市,重庆,APP,已支付,2510.14,125.51,2384.63
O2025090200042698,U009584,2025-09-02 22:08:28,2025-09-02 22:16:28,广东省,深圳,小程序,已支付,1058.03,52.90,1005.13
O2026021300042699,U006072,2026-02-13 08:39:55,2026-02-13 08:57:55,江苏省,常州,搜索广告,已支付,387.06,0.00,387.06
O2025081100042700,U004654,2025-08-11 22:10:22,2025-08-11 22:37:22,陕西省,西安,APP,已完成,58.05,0.58,57.47
O2025040600042701,U004388,2025-04-06 22:03:27,2025-04-06 22:19:27,浙江省,温州,APP,已完成,1075.61,59.17,1016.44
O2025021400042702,U009525,2025-02-14 21:48:27,2025-02-14 22:07:27,广东省,深圳,APP,已支付,621.12,93.43,527.69
O2025083100042703,U000849,2025-08-31 22:47:45,2025-08-31 22:48:45,福建省,莆田,小程序,已支付,994.83,55.08,939.75
O2026020600042704,U005205,2026-02-06 15:41:57,2026-02-06 16:08:57,湖北省,黄冈,APP,已完成,670.79,43.60,627.19
O2025022000042705,U001102,2025-02-20 20:48:33,2025-02-20 21:14:33,江苏省,常州,小程序,已支付,16651.72,832.59,15819.13
O2025062500042706,U003278,2025-06-25 20:18:43,2025-06-25 20:36:43,河南省,许昌,APP,已支付,495.12,0.00,495.12
O2025121200042707,U001955,2025-12-12 17:57:02,2025-12-12 18:15:02,上海市,上海,小程序,已支付,655.06,62.62,592.44
O2025040700042708,U011853,2025-04-07 08:49:42,2025-04-07 09:00:42,浙江省,温州,自然流量,已完成,672.28,10.08,662.20
O2025010500042709,U000549,2025-01-05 22:44:33,,河南省,南阳,APP,已取消,382.82,8.84,0.00
O2025011300042710,U003005,2025-01-13 09:15:32,2025-01-13 09:16:32,江苏省,南京,搜索广告,已支付,1690.81,84.54,1606.27
O2025042700042711,U000978,2025-04-27 13:58:03,2025-04-27 14:06:03,河南省,郑州,小程序,已支付,212.92,7.17,205.75
O2026062000042712,U001017,2026-06-20 21:47:44,2026-06-20 21:52:44,广东省,广州,APP,已完成,1529.01,114.85,1414.16
O2025080900042713,U007985,2025-08-09 22:00:12,2025-08-09 22:09:12,广东省,佛山,PC,已支付,506.99,27.37,479.62
O2025080100042714,U001671,2025-08-01 10:58:48,2025-08-01 11:25:48,江苏省,苏州,APP,已支付,1717.47,51.52,1665.95
O2026030300042715,U000705,2026-03-03 09:21:14,2026-03-03 09:36:14,安徽省,合肥,搜索广告,已支付,1704.94,68.20,1636.74
O2026052900042716,U001127,2026-05-29 14:46:55,2026-05-29 15:09:55,广东省,广州,小程序,已完成,8600.13,258.00,8342.13
O2025111100042717,U002810,2025-11-11 16:16:51,2025-11-11 16:26:51,广东省,珠海,小程序,已支付,4515.12,413.72,4101.40
O2026011200042718,U011331,2026-01-12 08:18:03,2026-01-12 08:33:03,广东省,珠海,自然流量,已完成,372.47,3.72,368.75
O2025021000042719,U002816,2025-02-10 21:54:35,2025-02-10 21:55:35,北京市,北京,APP,已支付,2667.86,80.04,2587.82
O2026050100042720,U001022,2026-05-01 13:12:43,2026-05-01 13:32:43,山东省,烟台,APP,已支付,645.96,88.51,557.45
O2026021300042721,U005845,2026-02-13 22:10:24,2026-02-13 22:32:24,河南省,郑州,搜索广告,已支付,801.88,20.05,781.83
O2025020100042722,U000929,2025-02-01 22:51:07,2025-02-01 22:56:07,广东省,东莞,APP,已支付,700.56,52.52,648.04
O2026050500042723,U003930,2026-05-05 22:39:37,2026-05-05 22:50:37,福建省,泉州,直播间,已支付,1052.39,53.15,999.24
O2025042000042724,U011532,2025-04-20 13:56:12,2025-04-20 14:01:12,湖南省,株洲,APP,已完成,382.42,27.67,354.75
O2025072800042725,U000321,2025-07-28 18:10:52,2025-07-28 18:11:52,四川省,宜宾,搜索广告,已支付,1725.69,86.28,1639.41
O2025121200042726,U008185,2025-12-12 20:39:21,2025-12-12 21:05:21,广东省,佛山,APP,已支付,1437.55,295.16,1142.39
O2026031700042727,U011785,2026-03-17 11:46:53,2026-03-17 11:56:53,山东省,烟台,小程序,已支付,1697.87,50.94,1646.93
O2025060900042728,U007856,2025-06-09 22:11:47,2025-06-09 22:13:47,湖南省,株洲,APP,已支付,85.48,0.00,85.48
O2025102400042729,U005274,2025-10-24 20:20:22,,四川省,德阳,小程序,已取消,911.18,13.67,0.00
O2025111000042730,U008572,2025-11-10 13:53:19,2025-11-10 14:18:19,广东省,深圳,APP,已完成,639.75,22.39,617.36
O2025033000042731,U010356,2025-03-30 22:24:09,2025-03-30 22:36:09,北京市,北京,APP,已支付,838.08,43.94,794.14
O2026051100042732,U000291,2026-05-11 08:29:02,2026-05-11 08:46:02,江苏省,南通,APP,已完成,192.25,1.92,190.33
O2025043000042733,U000657,2025-04-30 19:49:32,2025-04-30 19:51:32,广东省,深圳,小程序,已退款,2663.60,133.18,676.80
O2025081000042734,U002821,2025-08-10 00:48:51,2025-08-10 00:59:51,福建省,泉州,小程序,已支付,357.93,20.64,337.29
O2025062400042735,U000594,2025-06-24 20:22:47,2025-06-24 20:48:47,湖南省,常德,APP,已完成,4177.45,125.32,4052.13
O2026062000042736,U011126,2026-06-20 22:40:58,2026-06-20 22:54:58,四川省,南充,自然流量,已支付,3055.95,161.70,2894.25
O2026060600042737,U007034,2026-06-06 18:57:45,2026-06-06 19:09:45,河南省,南阳,小程序,已退款,1895.16,84.09,122.44
O2026040300042738,U000408,2026-04-03 20:41:49,2026-04-03 20:51:49,江苏省,南通,小程序,已支付,1295.00,38.85,1256.15
O2025092400042739,U006858,2025-09-24 22:28:31,2025-09-24 22:34:31,广东省,佛山,APP,已支付,349.50,6.99,342.51
O2026022300042740,U008645,2026-02-23 14:01:50,2026-02-23 14:06:50,江苏省,南京,APP,已支付,207.20,0.00,207.20
O2025101600042741,U002190,2025-10-16 20:50:09,2025-10-16 20:55:09,上海市,上海,APP,已支付,14545.58,727.28,13818.30
O2025060800042742,U008738,2025-06-08 13:46:54,2025-06-08 14:14:54,山东省,济南,自然流量,已支付,1394.33,120.92,1273.41
O2025100400042743,U004973,2025-10-04 13:09:57,2025-10-04 13:39:57,浙江省,嘉兴,小程序,已支付,54.60,1.41,53.19
O2025091400042744,U004267,2025-09-14 23:45:36,2025-09-15 00:15:36,陕西省,渭南,APP,已支付,5600.59,282.35,5318.24
O2026032800042745,U011990,2026-03-28 11:22:49,2026-03-28 11:44:49,陕西省,渭南,小程序,已支付,11451.49,643.48,10808.01
O2026061800042746,U010192,2026-06-18 22:54:49,2026-06-18 23:15:49,广东省,佛山,直播间,已支付,1732.29,353.62,1378.67
O2025122000042747,U006639,2025-12-20 21:08:02,2025-12-20 21:17:02,广东省,深圳,小程序,已完成,3760.45,278.21,3482.24
O2025032900042748,U010556,2025-03-29 09:40:34,2025-03-29 09:56:34,江苏省,南通,PC,已完成,186.67,12.02,174.65
O2025072000042749,U006445,2025-07-20 21:59:43,2025-07-20 22:29:43,广东省,佛山,APP,已支付,193.93,4.96,188.97
O2025030100042750,U004918,2025-03-01 00:51:52,2025-03-01 01:12:52,广东省,珠海,自然流量,已支付,1230.96,105.83,1125.13
O2026050100042751,U002737,2026-05-01 11:11:51,2026-05-01 11:19:51,江苏省,无锡,APP,已支付,3131.90,552.23,2579.67
O2025052800042752,U000722,2025-05-28 20:30:26,2025-05-28 20:47:26,河北省,廊坊,APP,已支付,2033.65,61.01,1972.64
O2025050100042753,U010522,2025-05-01 17:58:01,2025-05-01 18:23:01,广东省,佛山,搜索广告,已完成,390.97,41.08,349.89
O2025032000042754,U008068,2025-03-20 20:43:13,2025-03-20 21:01:13,广东省,佛山,APP,已支付,429.90,4.30,425.60
O2026062200042755,U001203,2026-06-22 20:21:47,2026-06-22 20:35:47,湖南省,株洲,APP,已完成,204.57,0.00,204.57
O2026022200042756,U011034,2026-02-22 22:26:15,2026-02-22 22:38:15,河南省,郑州,直播间,已支付,209.49,15.63,193.86
O2026050200042757,U009199,2026-05-02 21:25:44,2026-05-02 21:46:44,江苏省,常州,APP,已支付,2052.12,130.09,1922.03
O2025020200042758,U010757,2025-02-02 21:31:46,2025-02-02 21:35:46,山东省,烟台,自然流量,已完成,780.36,39.06,741.30
O2026010300042759,U005774,2026-01-03 00:05:30,2026-01-03 00:19:30,广东省,东莞,APP,已支付,1773.44,94.66,1678.78
O2025032900042760,U006985,2025-03-29 00:05:54,2025-03-29 00:08:54,安徽省,芜湖,小程序,已支付,2964.46,145.60,2818.86
O2026062100042761,U006444,2026-06-21 12:36:02,2026-06-21 12:50:02,福建省,厦门,PC,已支付,1856.06,92.53,1763.53
O2025101800042762,U009474,2025-10-18 16:41:55,2025-10-18 16:48:55,江苏省,常州,PC,已支付,65.63,3.28,62.35
O2026012900042763,U006623,2026-01-29 21:49:32,2026-01-29 21:57:32,陕西省,西安,APP,已完成,615.53,9.23,606.30
O2026060400042764,U001971,2026-06-04 00:32:45,2026-06-04 00:54:45,广东省,珠海,APP,已支付,1364.53,68.23,1296.30
O2025082800042765,U005335,2025-08-28 13:00:00,2025-08-28 13:15:00,广东省,珠海,APP,已支付,14.41,0.00,14.41
O2025071800042766,U009312,2025-07-18 00:06:25,2025-07-18 00:07:25,浙江省,绍兴,APP,已支付,203.44,2.03,201.41
O2025082600042767,U001009,2025-08-26 21:30:36,2025-08-26 21:35:36,山东省,临沂,APP,已支付,161.60,0.00,161.60
O2026010100042768,U005917,2026-01-01 22:19:04,2026-01-01 22:39:04,山东省,济南,APP,已支付,909.19,85.78,823.41
O2025082300042769,U002896,2025-08-23 22:29:45,2025-08-23 22:37:45,广东省,佛山,小程序,已支付,857.23,32.20,825.03
O2025110800042770,U001148,2025-11-08 21:21:11,2025-11-08 21:46:11,江苏省,南京,APP,已支付,490.65,22.01,468.64
O2026052400042771,U006858,2026-05-24 20:07:07,2026-05-24 20:34:07,广东省,佛山,APP,已支付,547.60,35.12,512.48
O2025031600042772,U008111,2025-03-16 22:49:26,2025-03-16 22:54:26,广东省,深圳,APP,已支付,741.34,35.75,705.59
O2025070800042773,U010898,2025-07-08 23:19:58,2025-07-08 23:49:58,福建省,漳州,APP,已支付,323.58,16.18,307.40
O2026040100042774,U008474,2026-04-01 20:08:23,2026-04-01 20:10:23,江苏省,常州,小程序,已完成,2865.35,85.96,2779.39
O2025122800042775,U000031,2025-12-28 22:49:59,2025-12-28 23:16:59,北京市,北京,PC,已支付,67.42,3.04,64.38
O2025112800042776,U010688,2025-11-28 08:35:00,2025-11-28 08:54:00,湖北省,武汉,APP,已完成,440.99,0.00,440.99
O2025021300042777,U006944,2025-02-13 17:35:47,2025-02-13 18:01:47,广东省,广州,APP,已退款,50.91,1.02,10.54
O2025071600042778,U009074,2025-07-16 21:16:40,2025-07-16 21:39:40,浙江省,宁波,自然流量,已支付,1183.40,35.50,1147.90
O2025102600042779,U009130,2025-10-26 12:54:10,2025-10-26 12:59:10,山东省,青岛,APP,已退款,2029.83,135.00,344.75
O2026020500042780,U004468,2026-02-05 20:52:34,2026-02-05 21:01:34,河南省,洛阳,小程序,已支付,3496.43,139.86,3356.57
O2025030900042781,U007326,2025-03-09 10:56:21,2025-03-09 11:09:21,广东省,深圳,APP,已支付,72.66,1.91,70.75
O2026052300042782,U005132,2026-05-23 22:26:17,2026-05-23 22:29:17,河南省,新乡,APP,已支付,355.24,15.72,339.52
O2025062900042783,U002543,2025-06-29 01:39:25,2025-06-29 02:02:25,北京市,北京,小程序,已支付,267.87,13.07,254.80
O2025110300042784,U007640,2025-11-03 13:23:55,2025-11-03 13:26:55,四川省,宜宾,小程序,已完成,439.48,0.00,439.48
O2025100900042785,U000561,2025-10-09 14:37:13,2025-10-09 14:53:13,上海市,上海,直播间,已支付,86.17,5.13,81.04
O2025040600042786,U010463,2025-04-06 20:27:37,2025-04-06 20:55:37,山东省,济南,PC,已完成,1348.16,91.62,1256.54
O2025061800042787,U007015,2025-06-18 09:20:34,2025-06-18 09:31:34,广东省,佛山,搜索广告,已支付,2521.45,504.31,2017.14
O2025111900042788,U001227,2025-11-19 22:03:46,2025-11-19 22:30:46,广东省,珠海,小程序,已支付,396.10,7.92,388.18
O2025033000042789,U009144,2025-03-30 19:11:21,2025-03-30 19:35:21,江苏省,南通,小程序,已支付,262.90,11.35,251.55
O2025050400042790,U001087,2025-05-04 21:48:18,2025-05-04 21:55:18,河南省,许昌,APP,已支付,356.17,23.30,332.87
O2025071000042791,U008310,2025-07-10 11:59:27,2025-07-10 12:17:27,山东省,青岛,小程序,已支付,4335.76,173.43,4162.33
O2025122400042792,U011316,2025-12-24 13:14:33,2025-12-24 13:15:33,广东省,珠海,直播间,已支付,1445.67,157.74,1287.93
O2025013100042793,U003163,2025-01-31 20:51:45,2025-01-31 21:07:45,河北省,保定,PC,已支付,164.48,0.00,164.48
O2025101200042794,U000429,2025-10-12 13:10:01,2025-10-12 13:24:01,湖南省,长沙,小程序,已支付,1394.05,98.64,1295.41
O2025071900042795,U009041,2025-07-19 22:46:12,2025-07-19 23:02:12,山东省,烟台,PC,已支付,329.81,12.45,317.36
O2025110900042796,U005428,2025-11-09 22:08:29,2025-11-09 22:36:29,山东省,烟台,APP,已支付,313.41,7.18,306.23
O2026051100042797,U003686,2026-05-11 21:32:43,2026-05-11 21:45:43,河北省,保定,APP,已支付,1008.58,40.34,968.24
O2025090900042798,U004778,2025-09-09 22:30:38,2025-09-09 22:35:38,广东省,东莞,搜索广告,已完成,958.91,14.38,944.53
O2025061500042799,U006159,2025-06-15 22:01:09,2025-06-15 22:05:09,广东省,佛山,小程序,已支付,1898.84,192.20,1706.64
O2025071100042800,U008620,2025-07-11 20:51:34,2025-07-11 21:12:34,浙江省,温州,小程序,已支付,723.16,18.08,705.08
O2025060100042801,U009862,2025-06-01 20:50:56,2025-06-01 21:15:56,福建省,福州,小程序,已支付,1123.49,54.12,1069.37
O2025020400042802,U006067,2025-02-04 20:32:28,2025-02-04 20:46:28,广东省,广州,APP,已支付,255.92,7.68,248.24
O2025080100042803,U003741,2025-08-01 09:35:36,2025-08-01 09:51:36,江苏省,苏州,小程序,已支付,3970.48,158.82,3811.66
O2025121600042804,U000845,2025-12-16 10:42:47,2025-12-16 10:57:47,北京市,北京,APP,已支付,2759.11,220.73,2538.38
O2026061100042805,U004651,2026-06-11 22:21:29,2026-06-11 22:47:29,浙江省,杭州,APP,已支付,11135.32,334.06,10801.26
O2025012900042806,U009325,2025-01-29 13:44:39,2025-01-29 13:54:39,浙江省,温州,APP,已支付,623.90,9.36,614.54
O2026020900042807,U000718,2026-02-09 20:37:49,2026-02-09 21:07:49,山东省,潍坊,PC,已完成,1558.62,62.34,1496.28
O2025122000042808,U006196,2025-12-20 22:17:33,2025-12-20 22:46:33,广东省,佛山,搜索广告,已支付,145.92,3.09,142.83
O2025030400042809,U008292,2025-03-04 08:45:58,2025-03-04 08:55:58,浙江省,绍兴,小程序,已支付,422.66,0.00,422.66
O2025100100042810,U006716,2025-10-01 09:31:39,2025-10-01 09:44:39,四川省,南充,直播间,已退款,1391.13,275.27,174.44
O2025082200042811,U011968,2025-08-22 14:52:20,2025-08-22 15:00:20,山东省,临沂,APP,已支付,1276.54,38.30,1238.24
O2025090900042812,U001986,2025-09-09 12:08:38,2025-09-09 12:37:38,湖北省,襄阳,自然流量,已完成,341.92,10.26,331.66
O2026052400042813,U004031,2026-05-24 20:59:56,2026-05-24 21:29:56,广东省,佛山,APP,已退款,3205.24,175.81,213.97
O2025112500042814,U007833,2025-11-25 12:15:34,2025-11-25 12:16:34,河南省,南阳,直播间,已支付,1044.51,102.81,941.70
O2026060500042815,U011757,2026-06-05 12:25:15,2026-06-05 12:26:15,广东省,广州,小程序,已支付,716.73,10.75,705.98
O2025030100042816,U011410,2025-03-01 09:57:40,2025-03-01 10:01:40,浙江省,温州,搜索广告,已完成,1390.46,64.68,1325.78
O2025120700042817,U000185,2025-12-07 14:33:40,2025-12-07 14:46:40,上海市,上海,PC,已完成,781.94,42.83,739.11
O2026041200042818,U001612,2026-04-12 12:46:53,2026-04-12 12:56:53,广东省,佛山,APP,已支付,148.22,5.18,143.04
O2025010100042819,U003221,2025-01-01 22:26:13,2025-01-01 22:31:13,浙江省,嘉兴,APP,已支付,1392.88,211.60,1181.28
O2026061400042820,U007226,2026-06-14 12:10:11,2026-06-14 12:12:11,江苏省,苏州,PC,已支付,1169.16,79.99,1089.17
O2025121200042821,U008055,2025-12-12 17:28:30,2025-12-12 17:42:30,河北省,廊坊,小程序,已支付,4486.85,467.63,4019.22
O2026022400042822,U010873,2026-02-24 23:42:13,2026-02-24 23:51:13,上海市,上海,APP,已支付,145.16,0.00,145.16
O2025060700042823,U003793,2025-06-07 23:03:19,2025-06-07 23:05:19,江苏省,南通,直播间,已支付,365.86,30.46,335.40
O2026010400042824,U006142,2026-01-04 11:05:35,,福建省,厦门,自然流量,已取消,138.59,1.72,0.00
O2026020700042825,U003644,2026-02-07 22:47:14,2026-02-07 23:01:14,北京市,北京,PC,已支付,2271.97,144.37,2127.60
O2025011500042826,U009222,2025-01-15 21:40:40,2025-01-15 21:53:40,湖北省,荆州,APP,已完成,623.08,9.35,613.73
O2025042500042827,U000606,2025-04-25 21:16:11,2025-04-25 21:17:11,河南省,洛阳,小程序,已支付,335.52,16.78,318.74
O2025050700042828,U009339,2025-05-07 21:53:46,2025-05-07 21:56:46,河南省,新乡,小程序,已完成,992.21,24.81,967.40
O2026042500042829,U002854,2026-04-25 13:21:37,2026-04-25 13:44:37,广东省,广州,APP,已完成,1192.65,75.70,1116.95
O2025050100042830,U003978,2025-05-01 22:02:05,2025-05-01 22:30:05,浙江省,宁波,APP,已支付,1223.99,230.94,993.05
O2026022700042831,U008402,2026-02-27 22:33:21,2026-02-27 23:02:21,浙江省,宁波,搜索广告,已支付,1595.30,63.81,1531.49
O2025102300042832,U005785,2025-10-23 15:17:41,2025-10-23 15:43:41,河南省,郑州,直播间,已支付,1050.05,80.28,969.77
O2026052900042833,U001105,2026-05-29 13:01:56,2026-05-29 13:16:56,江苏省,苏州,自然流量,已支付,844.54,12.67,831.87
O2025031000042834,U009366,2025-03-10 20:01:25,2025-03-10 20:27:25,浙江省,嘉兴,APP,已支付,72.32,0.72,71.60
O2026050100042835,U009202,2026-05-01 21:34:15,2026-05-01 21:48:15,河南省,许昌,小程序,已支付,3279.48,467.33,2812.15
O2026012200042836,U007887,2026-01-22 21:51:12,2026-01-22 22:01:12,广东省,深圳,PC,已完成,274.28,0.00,274.28
O2025111100042837,U007379,2025-11-11 21:06:01,2025-11-11 21:11:01,河南省,许昌,小程序,已完成,3723.52,688.51,3035.01
O2026032000042838,U010629,2026-03-20 12:09:23,2026-03-20 12:18:23,广东省,深圳,小程序,已支付,6828.68,204.86,6623.82
O2026020700042839,U001075,2026-02-07 22:56:00,2026-02-07 23:12:00,江苏省,无锡,APP,已完成,349.91,8.47,341.44
O2025011900042840,U007258,2025-01-19 12:48:13,2025-01-19 13:17:13,浙江省,杭州,PC,已支付,2942.36,181.63,2760.73
O2025081000042841,U000102,2025-08-10 13:21:22,2025-08-10 13:42:22,山东省,临沂,小程序,已完成,462.51,19.64,442.87
O2025010100042842,U008459,2025-01-01 00:29:55,2025-01-01 00:36:55,河南省,许昌,APP,已支付,12846.28,1728.05,11118.23
O2025102900042843,U010168,2025-10-29 12:08:43,2025-10-29 12:12:43,江苏省,南京,APP,已退款,1004.68,40.19,10.63
O2025110700042844,U000823,2025-11-07 22:01:35,2025-11-07 22:03:35,四川省,宜宾,直播间,已支付,204.86,7.86,197.00
O2026052800042845,U002719,2026-05-28 20:56:31,2026-05-28 21:25:31,江苏省,南京,搜索广告,已支付,1123.94,33.72,1090.22
O2026010200042846,U001096,2026-01-02 21:46:10,2026-01-02 22:08:10,浙江省,嘉兴,APP,已支付,345.58,0.00,345.58
O2025120700042847,U003799,2025-12-07 21:49:28,2025-12-07 22:02:28,广东省,东莞,APP,已完成,749.42,39.72,709.70
O2026010100042848,U005113,2026-01-01 20:17:15,2026-01-01 20:40:15,上海市,上海,APP,已支付,558.76,48.01,510.75
O2025012900042849,U003588,2025-01-29 13:17:46,2025-01-29 13:25:46,山东省,烟台,直播间,已支付,675.60,45.11,630.49
O2025081500042850,U009304,2025-08-15 22:13:26,2025-08-15 22:23:26,河南省,洛阳,直播间,已完成,1523.24,103.81,1419.43
O2025061800042851,U010015,2025-06-18 19:10:25,2025-06-18 19:12:25,福建省,泉州,APP,已退款,1876.65,268.31,9.97
O2026021700042852,U010394,2026-02-17 08:38:07,2026-02-17 08:44:07,山东省,青岛,直播间,已支付,2969.93,152.53,2817.40
O2025092100042853,U009471,2025-09-21 11:24:06,2025-09-21 11:35:06,浙江省,宁波,小程序,已完成,1076.42,55.23,1021.19
O2025061000042854,U006454,2025-06-10 12:57:45,2025-06-10 13:07:45,湖北省,武汉,APP,已支付,1480.43,118.43,1362.00
O2026013100042855,U004686,2026-01-31 15:28:31,2026-01-31 15:31:31,江苏省,南京,PC,已支付,495.51,13.11,482.40
O2026061700042856,U005985,2026-06-17 13:16:55,2026-06-17 13:20:55,广东省,东莞,APP,已支付,2972.43,148.62,2823.81
O2025061800042857,U011482,2025-06-18 08:26:10,2025-06-18 08:29:10,湖南省,岳阳,APP,已完成,3686.30,428.94,3257.36
O2026011200042858,U003071,2026-01-12 08:41:52,2026-01-12 08:51:52,北京市,北京,PC,已支付,138.73,0.00,138.73
O2025032900042859,U003181,2025-03-29 11:47:57,2025-03-29 12:07:57,湖北省,宜昌,小程序,已支付,83.83,4.42,79.41
O2025041800042860,U010872,2025-04-18 20:44:37,2025-04-18 20:53:37,浙江省,宁波,APP,已支付,311.26,0.00,311.26
O2025052900042861,U009043,2025-05-29 22:00:30,2025-05-29 22:25:30,河南省,许昌,搜索广告,已支付,3313.08,132.52,3180.56
O2025083000042862,U009121,2025-08-30 12:21:01,2025-08-30 12:22:01,山东省,临沂,小程序,已完成,153.54,4.75,148.79
O2025021400042863,U004149,2025-02-14 11:43:01,2025-02-14 11:57:01,福建省,莆田,APP,已完成,411.52,74.10,337.42
O2025100200042864,U002553,2025-10-02 22:26:30,2025-10-02 22:31:30,上海市,上海,PC,已支付,6871.57,343.58,6527.99
O2026042200042865,U009086,2026-04-22 20:08:19,2026-04-22 20:24:19,湖南省,衡阳,APP,已支付,1812.94,54.39,1758.55
O2026042000042866,U009467,2026-04-20 20:45:18,2026-04-20 21:00:18,重庆市,重庆,PC,已完成,4873.24,146.20,4727.04
O2025080600042867,U007985,2025-08-06 16:49:41,,广东省,佛山,APP,已取消,102.21,1.02,0.00
O2026021400042868,U009123,2026-02-14 23:26:51,2026-02-14 23:45:51,上海市,上海,APP,已支付,1460.35,333.42,1126.93
O2026013100042869,U001344,2026-01-31 00:32:48,2026-01-31 01:02:48,江苏省,南京,PC,已支付,3951.58,257.58,3694.00
O2025053100042870,U001198,2025-05-31 22:54:10,2025-05-31 22:56:10,广东省,深圳,小程序,已支付,215.36,4.28,211.08
O2025102200042871,U000214,2025-10-22 20:16:38,2025-10-22 20:23:38,浙江省,杭州,搜索广告,已支付,2848.26,170.90,2677.36
O2025050100042872,U007868,2025-05-01 21:22:48,2025-05-01 21:47:48,河南省,洛阳,APP,已支付,1850.87,302.45,1548.42
O2025042800042873,U009119,2025-04-28 20:46:50,2025-04-28 21:11:50,广东省,佛山,PC,已支付,427.33,4.27,423.06
O2025122400042874,U000511,2025-12-24 21:48:55,2025-12-24 21:50:55,江苏省,南京,直播间,已支付,559.57,36.34,523.23
O2025061100042875,U007339,2025-06-11 15:38:27,2025-06-11 15:42:27,广东省,珠海,APP,已完成,959.73,14.40,945.33
O2026010100042876,U008279,2026-01-01 22:15:04,2026-01-01 22:38:04,广东省,东莞,搜索广告,已支付,848.65,162.68,685.97
O2026021200042877,U006968,2026-02-12 11:21:57,2026-02-12 11:49:57,上海市,上海,APP,已支付,566.81,8.50,558.31
O2025062200042878,U007433,2025-06-22 18:49:10,2025-06-22 19:17:10,浙江省,宁波,APP,已支付,642.55,39.06,603.49
O2025082500042879,U003907,2025-08-25 11:49:50,2025-08-25 11:50:50,广东省,佛山,APP,已支付,402.34,20.12,382.22
O2025102200042880,U007425,2025-10-22 19:02:41,2025-10-22 19:30:41,江苏省,苏州,APP,已支付,273.90,0.00,273.90
O2025010100042881,U011219,2025-01-01 12:06:22,2025-01-01 12:17:22,广东省,佛山,PC,已支付,1209.35,198.82,1010.53
O2026021400042882,U007134,2026-02-14 22:51:32,2026-02-14 23:02:32,江苏省,苏州,APP,已退款,840.72,156.59,9.05
O2025041200042883,U004655,2025-04-12 22:27:22,2025-04-12 22:52:22,江苏省,南通,自然流量,已支付,1975.04,151.66,1823.38
O2025053100042884,U005391,2025-05-31 21:51:31,2025-05-31 22:08:31,浙江省,宁波,APP,已支付,226.92,8.02,218.90
O2026021500042885,U008925,2026-02-15 12:44:09,2026-02-15 13:05:09,安徽省,芜湖,APP,已支付,599.78,16.42,583.36
O2025030600042886,U000964,2025-03-06 22:34:40,2025-03-06 22:58:40,广东省,珠海,APP,已支付,333.64,10.01,323.63
O2026053100042887,U007168,2026-05-31 20:37:02,2026-05-31 21:07:02,江苏省,南通,APP,已支付,87.30,3.05,84.25
O2026042500042888,U000319,2026-04-25 11:26:36,2026-04-25 11:55:36,浙江省,嘉兴,搜索广告,已完成,188.30,6.42,181.88
O2025030200042889,U000314,2025-03-02 12:19:22,2025-03-02 12:42:22,广东省,佛山,直播间,已支付,796.70,48.46,748.24
O2025122700042890,U009619,2025-12-27 23:46:06,2025-12-28 00:02:06,浙江省,宁波,APP,已支付,490.53,16.82,473.71
O2026041400042891,U002932,2026-04-14 17:45:51,2026-04-14 18:15:51,山东省,烟台,自然流量,已支付,1347.90,40.44,1307.46
O2025032800042892,U001271,2025-03-28 20:03:21,2025-03-28 20:26:21,江苏省,苏州,APP,已完成,3242.74,97.28,3145.46
O2025082800042893,U010929,2025-08-28 08:31:15,2025-08-28 08:52:15,河南省,南阳,小程序,已支付,704.88,17.62,687.26
O2026050800042894,U005432,2026-05-08 22:27:15,2026-05-08 22:34:15,广东省,东莞,直播间,已完成,1346.21,110.41,1235.80
O2025121900042895,U010710,2025-12-19 08:09:59,2025-12-19 08:36:59,北京市,北京,PC,已支付,4660.40,186.42,4473.98
O2025092800042896,U010724,2025-09-28 09:13:19,2025-09-28 09:28:19,北京市,北京,小程序,已支付,5153.76,302.47,4851.29
O2025021100042897,U001737,2025-02-11 11:54:56,2025-02-11 12:20:56,四川省,成都,PC,已完成,5121.34,153.64,4967.70
O2025012500042898,U008129,2025-01-25 22:02:17,2025-01-25 22:23:17,重庆市,重庆,APP,已支付,1075.20,74.06,1001.14
O2025080300042899,U009107,2025-08-03 12:00:34,2025-08-03 12:12:34,北京市,北京,APP,已支付,692.39,33.46,658.93
O2026050800042900,U003127,2026-05-08 22:01:03,2026-05-08 22:19:03,广东省,珠海,APP,已支付,153.64,7.68,145.96
O2025011000042901,U007739,2025-01-10 19:03:43,2025-01-10 19:24:43,四川省,德阳,直播间,已支付,6875.43,529.26,6346.17
O2025041100042902,U002667,2025-04-11 11:41:50,2025-04-11 11:57:50,广东省,广州,小程序,已完成,2265.00,181.20,2083.80
O2026030800042903,U005491,2026-03-08 21:01:11,2026-03-08 21:23:11,江苏省,常州,APP,已完成,3830.19,622.04,3208.15
O2026011200042904,U008234,2026-01-12 12:13:13,2026-01-12 12:30:13,湖北省,宜昌,直播间,已完成,4277.98,258.26,4019.72
