item_id,order_id,product_id,category,quantity,price,amount
I0005826703,O2026040900058267,P00747,食品,2,52.53,105.06
I0005826704,O2026040900058267,P00184,美妆,1,150.69,150.69
I0005826801,O2025010900058268,P00570,母婴,1,248.15,248.15
I0005826802,O2025010900058268,P00626,食品,2,129.57,259.14
I0005826803,O2025010900058268,P00155,家居,1,952.15,952.15
I0005826804,O2025010900058268,P00176,家居,1,395.33,395.33
I0005826901,O2025122900058269,P00649,数码,2,1769.06,3538.12
I0005827001,O2025013100058270,P00572,服饰,1,299.09,299.09
I0005827002,O2025013100058270,P00113,食品,1,82.11,82.11
I0005827003,O2025013100058270,P00409,美妆,1,499.14,499.14
I0005827004,O2025013100058270,P00179,家居,1,246.93,246.93
I0005827101,O2025020100058271,P00705,母婴,3,122.89,368.67
I0005827102,O2025020100058271,P00217,食品,1,113.25,113.25
I0005827201,O2026051900058272,P00571,食品,2,61.17,122.34
I0005827301,O2025010300058273,P00450,美妆,1,401.41,401.41
I0005827302,O2025010300058273,P00436,图书,1,52.29,52.29
I0005827303,O2025010300058273,P00013,家居,2,450.92,901.84
I0005827304,O2025010300058273,P00632,食品,2,54.30,108.60
I0005827401,O2025032400058274,P00719,食品,2,17.19,34.38
I0005827402,O2025032400058274,P00286,美妆,2,137.74,275.48
I0005827403,O2025032400058274,P00005,家居,1,935.54,935.54
I0005827501,O2025031100058275,P00041,服饰,1,161.28,161.28
I0005827601,O2025080300058276,P00716,家居,2,340.86,681.72
I0005827602,O2025080300058276,P00785,家电,3,1273.19,3819.57
I0005827701,O2025111500058277,P00095,食品,2,122.70,245.40
I0005827801,O2025051500058278,P00390,服饰,1,708.94,708.94
I0005827901,O2025090300058279,P00538,数码,1,1561.84,1561.84
I0005827902,O2025090300058279,P00362,图书,1,32.02,32.02
I0005827903,O2025090300058279,P00707,数码,1,1054.00,1054.00
I0005827904,O2025090300058279,P00686,家电,2,2428.49,4856.98
I0005828001,O2025121000058280,P00280,食品,1,60.75,60.75
I0005828002,O2025121000058280,P00759,服饰,2,78.37,156.74
I0005828101,O2025020900058281,P00461,家居,1,482.87,482.87
I0005828201,O2026062100058282,P00494,食品,2,92.52,185.04
I0005828202,O2026062100058282,P00189,美妆,1,446.58,446.58
I0005828203,O2026062100058282,P00426,家居,1,722.73,722.73
I0005828301,O2026050800058283,P00653,服饰,1,309.71,309.71
I0005828302,O2026050800058283,P00684,运动,3,697.25,2091.75
I0005828401,O2025032800058284,P00528,食品,2,76.67,153.34
I0005828402,O2025032800058284,P00743,家居,2,504.66,1009.32
I0005828501,O2025060300058285,P00257,家居,1,610.72,610.72
I0005828601,O2026011100058286,P00045,数码,1,1691.65,1691.65
I0005828701,O2025110800058287,P00458,家居,1,264.61,264.61
I0005828702,O2025110800058287,P00109,美妆,1,249.56,249.56
I0005828703,O2025110800058287,P00778,食品,1,78.45,78.45
I0005828704,O2025110800058287,P00413,美妆,1,72.23,72.23
I0005828705,O2025110800058287,P00284,食品,2,112.82,225.64
I0005828801,O2025050500058288,P00078,家居,1,304.26,304.26
I0005828901,O2025061800058289,P00676,家居,2,139.15,278.30
I0005829001,O2025051700058290,P00558,家电,1,2803.95,2803.95
I0005829101,O2025071700058291,P00092,图书,1,87.27,87.27
I0005829201,O2025121300058292,P00082,服饰,1,181.77,181.77
I0005829202,O2025121300058292,P00388,运动,1,1118.97,1118.97
I0005829301,O2025113000058293,P00696,服饰,1,177.88,177.88
I0005829302,O2025113000058293,P00270,母婴,2,610.94,1221.88
I0005829401,O2025062500058294,P00711,美妆,3,379.55,1138.65
I0005829501,O2025100100058295,P00245,食品,1,50.07,50.07
I0005829502,O2025100100058295,P00729,食品,2,140.58,281.16
I0005829601,O2025040300058296,P00587,服饰,1,662.34,662.34
I0005829602,O2025040300058296,P00255,家电,2,1913.71,3827.42
I0005829603,O2025040300058296,P00375,运动,2,161.26,322.52
I0005829701,O2026062100058297,P00285,运动,1,633.86,633.86
I0005829702,O2026062100058297,P00451,服饰,2,898.88,1797.76
I0005829801,O2025010300058298,P00414,服饰,1,183.91,183.91
I0005829802,O2025010300058298,P00337,美妆,2,184.01,368.02
I0005829901,O2025122800058299,P00386,食品,1,94.14,94.14
I0005829902,O2025122800058299,P00610,母婴,1,669.61,669.61
I0005830001,O2025091600058300,P00483,数码,1,1358.16,1358.16
I0005830101,O2026031900058301,P00144,美妆,1,256.11,256.11
I0005830102,O2026031900058301,P00617,服饰,2,171.45,342.90
I0005830201,O2026012700058302,P00696,服饰,4,186.77,747.08
I0005830301,O2025091700058303,P00400,数码,1,1654.94,1654.94
I0005830401,O2025090100058304,P00001,服饰,3,239.50,718.50
I0005830501,O2026010700058305,P00372,服饰,1,159.23,159.23
I0005830502,O2026010700058305,P00092,图书,1,84.05,84.05
I0005830503,O2026010700058305,P00460,运动,1,1562.85,1562.85
I0005830504,O2026010700058305,P00114,美妆,1,89.18,89.18
I0005830601,O2025030800058306,P00077,服饰,1,154.59,154.59
I0005830602,O2025030800058306,P00338,美妆,1,132.03,132.03
I0005830701,O2026042600058307,P00772,食品,1,57.62,57.62
I0005830801,O2025020700058308,P00317,运动,3,1415.55,4246.65
I0005830901,O2025121400058309,P00204,运动,1,566.49,566.49
I0005830902,O2025121400058309,P00442,运动,1,429.57,429.57
I0005831001,O2025010100058310,P00527,服饰,1,268.39,268.39
I0005831002,O2025010100058310,P00449,家电,1,706.66,706.66
I0005831003,O2025010100058310,P00165,服饰,1,83.81,83.81
I0005831101,O2026050400058311,P00238,图书,2,84.64,169.28
I0005831201,O2025121600058312,P00351,服饰,1,286.23,286.23
I0005831202,O2025121600058312,P00376,运动,1,2281.31,2281.31
I0005831203,O2025121600058312,P00324,美妆,1,269.39,269.39
I0005831204,O2025121600058312,P00778,食品,1,83.40,83.40
I0005831301,O2026051100058313,P00614,母婴,3,588.67,1766.01
I0005831401,O2026031000058314,P00103,图书,1,26.61,26.61
I0005831402,O2026031000058314,P00725,母婴,1,822.20,822.20
I0005831403,O2026031000058314,P00332,家居,1,536.50,536.50
I0005831501,O2025062900058315,P00317,运动,1,1347.12,1347.12
I0005831601,O2025040800058316,P00637,图书,2,257.07,514.14
I0005831701,O2026042300058317,P00254,食品,1,254.44,254.44
I0005831801,O2025052000058318,P00431,数码,3,750.92,2252.76
I0005831802,O2025052000058318,P00259,食品,1,63.87,63.87
I0005831803,O2025052000058318,P00400,数码,2,1689.69,3379.38
I0005831901,O2025010900058319,P00371,食品,1,112.16,112.16
I0005832001,O2025021200058320,P00619,美妆,1,148.96,148.96
I0005832002,O2025021200058320,P00091,食品,2,160.31,320.62
I0005832003,O2025021200058320,P00487,服饰,1,105.41,105.41
I0005832101,O2025010800058321,P00624,数码,1,1412.73,1412.73
I0005832201,O2025102200058322,P00633,图书,2,310.71,621.42
I0005832301,O2025033100058323,P00409,美妆,1,497.24,497.24
I0005832302,O2025033100058323,P00760,服饰,1,487.37,487.37
I0005832303,O2025033100058323,P00041,服饰,2,152.69,305.38
I0005832304,O2025033100058323,P00403,美妆,1,106.23,106.23
I0005832401,O2026022800058324,P00793,食品,1,243.70,243.70
I0005832501,O2025042400058325,P00694,数码,1,3289.19,3289.19
I0005832601,O2026021400058326,P00357,食品,2,282.51,565.02
I0005832701,O2025081000058327,P00126,运动,1,620.47,620.47
I0005832702,O2025081000058327,P00229,食品,3,25.78,77.34
I0005832801,O2025072300058328,P00761,母婴,1,361.25,361.25
I0005832901,O2026010800058329,P00086,家居,1,821.06,821.06
I0005833001,O2025030800058330,P00435,数码,2,4687.92,9375.84
I0005833101,O2025080700058331,P00381,食品,1,159.94,159.94
I0005833102,O2025080700058331,P00001,服饰,2,225.72,451.44
I0005833103,O2025080700058331,P00295,母婴,2,649.40,1298.80
I0005833201,O2025082300058332,P00040,服饰,1,495.61,495.61
I0005833301,O2025050300058333,P00493,美妆,1,324.96,324.96
I0005833302,O2025050300058333,P00615,食品,1,73.98,73.98
I0005833303,O2025050300058333,P00201,服饰,2,203.80,407.60
I0005833304,O2025050300058333,P00796,服饰,1,61.03,61.03
I0005833305,O2025050300058333,P00124,服饰,1,463.50,463.50
I0005833401,O2026030400058334,P00611,数码,3,2616.18,7848.54
I0005833501,O2026021400058335,P00693,图书,1,44.83,44.83
I0005833502,O2026021400058335,P00215,家居,1,365.14,365.14
I0005833601,O2025011100058336,P00082,服饰,1,191.99,191.99
I0005833602,O2025011100058336,P00523,美妆,1,91.69,91.69
I0005833603,O2025011100058336,P00575,食品,1,102.53,102.53
I0005833604,O2025011100058336,P00635,运动,2,223.12,446.24
I0005833701,O2025010200058337,P00470,运动,1,419.72,419.72
I0005833702,O2025010200058337,P00143,食品,2,48.39,96.78
I0005833703,O2025010200058337,P00253,食品,1,56.78,56.78
I0005833801,O2025121200058338,P00444,美妆,1,334.60,334.60
I0005833802,O2025121200058338,P00511,食品,1,89.61,89.61
I0005833901,O2026041800058339,P00666,食品,1,160.81,160.81
I0005834001,O2025043000058340,P00691,食品,1,65.53,65.53
I0005834002,O2025043000058340,P00540,数码,2,2134.57,4269.14
I0005834003,O2025043000058340,P00121,美妆,1,185.38,185.38
I0005834101,O2026032800058341,P00112,数码,1,2576.77,2576.77
I0005834102,O2026032800058341,P00172,食品,1,67.73,67.73
I0005834201,O2026011500058342,P00365,服饰,1,175.37,175.37
I0005834202,O2026011500058342,P00223,美妆,1,106.30,106.30
I0005834203,O2026011500058342,P00163,图书,1,45.36,45.36
I0005834204,O2026011500058342,P00542,图书,1,200.49,200.49
I0005834301,O2026010200058343,P00180,家电,1,1341.09,1341.09
I0005834401,O2026012300058344,P00449,家电,2,718.41,1436.82
I0005834501,O2026012100058345,P00029,数码,1,1531.38,1531.38
I0005834502,O2026012100058345,P00474,家电,1,925.52,925.52
I0005834601,O2025011100058346,P00712,服饰,4,515.10,2060.40
I0005834701,O2026050100058347,P00384,母婴,1,457.42,457.42
I0005834702,O2026050100058347,P00511,食品,1,91.09,91.09
I0005834703,O2026050100058347,P00271,美妆,1,387.77,387.77
I0005834704,O2026050100058347,P00276,食品,1,104.77,104.77
I0005834801,O2025121200058348,P00479,家居,2,396.79,793.58
I0005834802,O2025121200058348,P00120,母婴,3,322.45,967.35
I0005834901,O2026041200058349,P00232,服饰,1,413.15,413.15
I0005834902,O2026041200058349,P00385,数码,3,3312.59,9937.77
I0005834903,O2026041200058349,P00071,运动,1,1317.10,1317.10
I0005835001,O2025052800058350,P00736,数码,1,3287.65,3287.65
I0005835101,O2025022800058351,P00282,家居,1,155.84,155.84
I0005835201,O2026040900058352,P00451,服饰,1,921.32,921.32
I0005835202,O2026040900058352,P00675,美妆,1,92.31,92.31
I0005835301,O2025030800058353,P00197,家居,2,393.39,786.78
I0005835302,O2025030800058353,P00438,服饰,1,228.00,228.00
I0005835303,O2025030800058353,P00051,食品,2,66.69,133.38
I0005835304,O2025030800058353,P00660,家居,1,493.96,493.96
I0005835401,O2026061500058354,P00317,运动,1,1479.99,1479.99
I0005835402,O2026061500058354,P00592,服饰,2,492.45,984.90
I0005835501,O2025113000058355,P00039,运动,1,645.63,645.63
I0005835502,O2025113000058355,P00187,食品,1,213.07,213.07
I0005835601,O2025080900058356,P00306,母婴,1,271.07,271.07
I0005835701,O2025110100058357,P00481,服饰,1,229.82,229.82
I0005835702,O2025110100058357,P00496,家电,1,2351.84,2351.84
I0005835703,O2025110100058357,P00376,运动,1,2230.30,2230.30
I0005835704,O2025110100058357,P00784,美妆,1,160.14,160.14
I0005835705,O2025110100058357,P00763,运动,1,155.54,155.54
I0005835801,O2025090300058358,P00247,服饰,1,182.59,182.59
I0005835901,O2025060200058359,P00075,母婴,2,299.61,599.22
I0005835902,O2025060200058359,P00303,食品,2,63.18,126.36
I0005836001,O2025121200058360,P00630,运动,1,1311.09,1311.09
I0005836002,O2025121200058360,P00446,服饰,2,340.75,681.50
I0005836003,O2025121200058360,P00480,美妆,2,196.14,392.28
I0005836101,O2025020200058361,P00243,食品,1,53.44,53.44
I0005836201,O2026010700058362,P00199,美妆,3,172.32,516.96
I0005836202,O2026010700058362,P00140,服饰,1,130.38,130.38
I0005836301,O2026050600058363,P00633,图书,1,304.11,304.11
I0005836302,O2026050600058363,P00754,家居,1,475.77,475.77
I0005836303,O2026050600058363,P00613,图书,1,81.88,81.88
I0005836304,O2026050600058363,P00713,家居,1,945.85,945.85
I0005836305,O2026050600058363,P00218,数码,1,821.85,821.85
I0005836401,O2025092400058364,P00577,母婴,2,473.69,947.38
I0005836402,O2025092400058364,P00710,家电,1,1328.74,1328.74
I0005836501,O2026042000058365,P00356,服饰,1,271.01,271.01
I0005836502,O2026042000058365,P00311,运动,1,1219.01,1219.01
I0005836601,O2025092300058366,P00524,美妆,1,274.52,274.52
I0005836701,O2026031800058367,P00214,服饰,2,170.76,341.52
I0005836801,O2025121200058368,P00473,数码,3,3273.91,9821.73
I0005836901,O2025010700058369,P00617,服饰,1,165.86,165.86
I0005836902,O2025010700058369,P00700,家居,1,1650.09,1650.09
I0005836903,O2025010700058369,P00538,数码,1,1595.90,1595.90
I0005837001,O2026012100058370,P00167,数码,1,1067.73,1067.73
I0005837101,O2026011700058371,P00679,家居,1,293.42,293.42
I0005837102,O2026011700058371,P00097,食品,1,401.14,401.14
I0005837201,O2026021400058372,P00084,食品,1,46.17,46.17
I0005837202,O2026021400058372,P00543,母婴,2,930.52,1861.04
I0005837203,O2026021400058372,P00013,家居,1,449.66,449.66
I0005837204,O2026021400058372,P00188,美妆,3,125.66,376.98
I0005837301,O2025041500058373,P00379,食品,2,108.14,216.28
I0005837401,O2025090400058374,P00012,美妆,1,144.75,144.75
I0005837501,O2026041500058375,P00448,数码,1,1210.23,1210.23
I0005837601,O2026020600058376,P00607,家电,2,3200.82,6401.64
I0005837701,O2025012300058377,P00577,母婴,1,456.02,456.02
I0005837702,O2025012300058377,P00095,食品,2,130.82,261.64
I0005837801,O2025071600058378,P00595,服饰,1,274.03,274.03
I0005837802,O2025071600058378,P00349,美妆,1,71.79,71.79
I0005837901,O2025031500058379,P00204,运动,1,562.73,562.73
I0005837902,O2025031500058379,P00571,食品,1,64.19,64.19
I0005838001,O2025062300058380,P00384,母婴,3,468.86,1406.58
I0005838002,O2025062300058380,P00003,数码,1,775.07,775.07
I0005838101,O2025062200058381,P00792,美妆,1,143.08,143.08
I0005838102,O2025062200058381,P00593,服饰,2,122.38,244.76
I0005838103,O2025062200058381,P00081,服饰,1,92.83,92.83
I0005838201,O2025091300058382,P00607,家电,1,3150.66,3150.66
I0005838301,O2026042900058383,P00762,家居,1,482.98,482.98
I0005838401,O2026032200058384,P00487,服饰,1,106.52,106.52
I0005838402,O2026032200058384,P00039,运动,1,652.82,652.82
I0005838403,O2026032200058384,P00294,美妆,2,137.99,275.98
I0005838501,O2025121200058385,P00048,服饰,1,269.48,269.48
I0005838502,O2025121200058385,P00605,服饰,1,472.01,472.01
I0005838503,O2025121200058385,P00199,美妆,2,168.75,337.50
I0005838601,O2026030200058386,P00009,家电,1,1856.40,1856.40
I0005838701,O2025112500058387,P00200,家居,2,159.33,318.66
I0005838702,O2025112500058387,P00704,母婴,3,924.50,2773.50
I0005838801,O2026010600058388,P00222,美妆,1,205.58,205.58
I0005838901,O2025072200058389,P00270,母婴,1,617.20,617.20
I0005838902,O2025072200058389,P00520,美妆,1,275.98,275.98
I0005838903,O2025072200058389,P00409,美妆,2,491.14,982.28
I0005839001,O2026042200058390,P00367,美妆,2,227.68,455.36
I0005839101,O2026042600058391,P00124,服饰,5,481.98,2409.90
I0005839102,O2026042600058391,P00603,运动,1,870.13,870.13
I0005839201,O2025101100058392,P00133,数码,1,5044.97,5044.97
I0005839202,O2025101100058392,P00280,食品,3,60.30,180.90
I0005839203,O2025101100058392,P00474,家电,1,924.02,924.02
I0005839204,O2025101100058392,P00261,家电,1,2568.32,2568.32
I0005839205,O2025101100058392,P00180,家电,1,1385.32,1385.32
I0005839301,O2025122700058393,P00435,数码,1,4427.19,4427.19
I0005839302,O2025122700058393,P00503,家电,2,616.03,1232.06
I0005839401,O2026021400058394,P00480,美妆,2,194.05,388.10
I0005839402,O2026021400058394,P00422,食品,1,68.87,68.87
I0005839501,O2026041600058395,P00211,运动,1,799.54,799.54
I0005839502,O2026041600058395,P00095,食品,5,125.72,628.60
I0005839601,O2025082600058396,P00753,数码,1,1350.20,1350.20
I0005839602,O2025082600058396,P00163,图书,1,44.72,44.72
I0005839701,O2025070500058397,P00199,美妆,1,169.89,169.89
I0005839702,O2025070500058397,P00392,食品,2,86.79,173.58
I0005839703,O2025070500058397,P00026,食品,1,112.19,112.19
I0005839704,O2025070500058397,P00598,美妆,1,132.14,132.14
I0005839705,O2025070500058397,P00076,服饰,2,103.87,207.74
I0005839801,O2025032600058398,P00407,母婴,2,669.78,1339.56
I0005839802,O2025032600058398,P00441,服饰,5,482.57,2412.85
I0005839901,O2025030300058399,P00711,美妆,1,378.07,378.07
I0005839902,O2025030300058399,P00035,服饰,3,289.49,868.47
I0005839903,O2025030300058399,P00174,美妆,1,502.20,502.20
I0005839904,O2025030300058399,P00371,食品,3,111.16,333.48
I0005840001,O2025060500058400,P00492,家电,1,449.17,449.17
I0005840002,O2025060500058400,P00546,数码,1,1063.71,1063.71
I0005840003,O2025060500058400,P00713,家居,1,947.51,947.51
I0005840004,O2025060500058400,P00484,图书,4,88.54,354.16
I0005840101,O2025060100058401,P00496,家电,1,2379.59,2379.59
I0005840102,O2025060100058401,P00735,食品,2,101.82,203.64
I0005840103,O2025060100058401,P00762,家居,1,516.66,516.66
I0005840104,O2025060100058401,P00332,家居,1,542.56,542.56
I0005840201,O2025011000058402,P00220,美妆,1,162.89,162.89
I0005840202,O2025011000058402,P00772,食品,1,59.57,59.57
I0005840301,O2026021300058403,P00271,美妆,3,412.66,1237.98
I0005840302,O2026021300058403,P00096,服饰,1,315.47,315.47
I0005840401,O2025030400058404,P00582,数码,1,2083.78,2083.78
I0005840501,O2025011100058405,P00062,家居,2,1567.65,3135.30
I0005840502,O2025011100058405,P00359,母婴,2,666.27,1332.54
I0005840503,O2025011100058405,P00535,运动,1,2513.51,2513.51
I0005840601,O2025083100058406,P00017,食品,3,100.10,300.30
I0005840701,O2026021000058407,P00330,美妆,1,325.96,325.96
I0005840702,O2026021000058407,P00646,服饰,1,88.74,88.74
I0005840703,O2026021000058407,P00696,服饰,2,184.98,369.96
I0005840801,O2025061600058408,P00234,运动,1,1807.81,1807.81
I0005840901,O2025030900058409,P00496,家电,1,2327.15,2327.15
I0005841001,O2026043000058410,P00451,服饰,1,920.50,920.50
I0005841101,O2025061800058411,P00445,家居,5,382.18,1910.90
I0005841201,O2026020300058412,P00208,数码,3,1761.45,5284.35
I0005841301,O2025091500058413,P00731,服饰,1,671.79,671.79
I0005841302,O2025091500058413,P00484,图书,1,91.54,91.54
I0005841303,O2025091500058413,P00460,运动,2,1562.66,3125.32
I0005841304,O2025091500058413,P00535,运动,1,2539.49,2539.49
I0005841305,O2025091500058413,P00250,运动,2,741.48,1482.96
I0005841401,O2025072000058414,P00183,数码,1,3509.76,3509.76
I0005841501,O2026040800058415,P00536,服饰,1,246.45,246.45
I0005841502,O2026040800058415,P00376,运动,5,2327.43,11637.15
I0005841601,O2025112800058416,P00149,美妆,1,218.88,218.88
I0005841602,O2025112800058416,P00494,食品,4,98.37,393.48
I0005841701,O2025041700058417,P00414,服饰,1,190.50,190.50
I0005841801,O2026030600058418,P00202,服饰,1,286.77,286.77
I0005841802,O2026030600058418,P00057,食品,1,14.74,14.74
I0005841901,O2025010500058419,P00179,家居,1,251.94,251.94
I0005841902,O2025010500058419,P00410,食品,1,80.88,80.88
I0005841903,O2025010500058419,P00691,食品,2,63.16,126.32
I0005842001,O2025050100058420,P00506,服饰,3,62.24,186.72
I0005842002,O2025050100058420,P00524,美妆,5,261.14,1305.70
I0005842003,O2025050100058420,P00442,运动,2,447.50,895.00
I0005842101,O2025040200058421,P00090,服饰,1,146.26,146.26
I0005842102,O2025040200058421,P00310,美妆,2,191.70,383.40
I0005842103,O2025040200058421,P00620,美妆,1,240.59,240.59
I0005842104,O2025040200058421,P00580,运动,1,854.21,854.21
I0005842105,O2025040200058421,P00672,运动,1,939.34,939.34
I0005842201,O2026033000058422,P00508,服饰,1,579.97,579.97
I0005842202,O2026033000058422,P00495,家电,1,703.11,703.11
I0005842301,O2026031900058423,P00641,服饰,1,243.58,243.58
I0005842302,O2026031900058423,P00285,运动,1,651.65,651.65
I0005842303,O2026031900058423,P00080,图书,1,65.79,65.79
I0005842304,O2026031900058423,P00508,服饰,1,603.82,603.82
I0005842401,O2025050900058424,P00409,美妆,1,483.42,483.42
I0005842402,O2025050900058424,P00782,家居,1,281.73,281.73
I0005842501,O2025052800058425,P00151,数码,1,1991.90,1991.90
I0005842601,O2026060200058426,P00543,母婴,1,970.05,970.05
I0005842602,O2026060200058426,P00419,服饰,1,888.02,888.02
I0005842701,O2025022200058427,P00372,服饰,1,157.18,157.18
I0005842702,O2025022200058427,P00565,家居,1,616.81,616.81
I0005842801,O2026051500058428,P00423,美妆,2,116.01,232.02
I0005842901,O2025022000058429,P00152,家居,1,174.19,174.19
I0005842902,O2025022000058429,P00183,数码,4,3587.62,14350.48
I0005843001,O2026040500058430,P00087,运动,1,718.77,718.77
I0005843101,O2025121200058431,P00656,家电,1,1586.96,1586.96
I0005843201,O2026012000058432,P00311,运动,1,1244.97,1244.97
I0005843202,O2026012000058432,P00672,运动,1,906.23,906.23
I0005843203,O2026012000058432,P00004,食品,2,29.51,59.02
I0005843204,O2026012000058432,P00583,数码,1,573.87,573.87
I0005843301,O2026051200058433,P00707,数码,1,1069.65,1069.65
I0005843302,O2026051200058433,P00320,家电,2,1531.29,3062.58
I0005843401,O2025010500058434,P00794,服饰,1,347.59,347.59
I0005843501,O2025070200058435,P00123,数码,1,1905.64,1905.64
I0005843502,O2025070200058435,P00364,家电,1,1081.90,1081.90
I0005843503,O2025070200058435,P00449,家电,1,685.09,685.09
I0005843504,O2025070200058435,P00255,家电,1,1934.90,1934.90
I0005843601,O2025072200058436,P00406,数码,2,7155.73,14311.46
I0005843602,O2025072200058436,P00596,家电,2,3015.83,6031.66
I0005843603,O2025072200058436,P00221,图书,1,63.67,63.67
I0005843701,O2026021400058437,P00169,家电,2,665.38,1330.76
I0005843801,O2026051000058438,P00779,食品,1,79.04,79.04
I0005843802,O2026051000058438,P00552,母婴,1,306.43,306.43
I0005843901,O2025030100058439,P00751,服饰,1,216.10,216.10
I0005844001,O2026042800058440,P00377,服饰,1,227.43,227.43
I0005844101,O2025090200058441,P00780,服饰,2,465.24,930.48
I0005844201,O2025121100058442,P00388,运动,1,1126.65,1126.65
I0005844202,O2025121100058442,P00193,服饰,2,191.23,382.46
I0005844301,O2026010800058443,P00228,食品,3,96.30,288.90
I0005844302,O2026010800058443,P00750,美妆,1,93.28,93.28
I0005844303,O2026010800058443,P00448,数码,1,1254.23,1254.23
I0005844304,O2026010800058443,P00015,家居,1,202.45,202.45
I0005844401,O2026021400058444,P00127,美妆,1,51.68,51.68
I0005844402,O2026021400058444,P00051,食品,2,70.36,140.72
I0005844501,O2025101400058445,P00621,图书,1,104.43,104.43
I0005844502,O2025101400058445,P00540,数码,1,2200.32,2200.32
I0005844601,O2026061800058446,P00695,服饰,2,144.81,289.62
I0005844701,O2025050100058447,P00047,家电,3,664.25,1992.75
I0005844801,O2025040300058448,P00732,美妆,2,169.75,339.50
I0005844802,O2025040300058448,P00655,食品,1,27.34,27.34
I0005844803,O2025040300058448,P00677,数码,1,1224.09,1224.09
I0005844804,O2025040300058448,P00175,家电,1,938.13,938.13
I0005844901,O2026011600058449,P00344,家居,1,773.29,773.29
I0005844902,O2026011600058449,P00288,数码,1,4174.32,4174.32
I0005845001,O2025082300058450,P00639,数码,1,992.71,992.71
I0005845101,O2025050100058451,P00609,家居,1,606.65,606.65
I0005845102,O2025050100058451,P00744,图书,1,134.99,134.99
I0005845103,O2025050100058451,P00251,食品,5,301.06,1505.30
I0005845104,O2025050100058451,P00095,食品,2,125.08,250.16
I0005845105,O2025050100058451,P00305,家电,2,3971.08,7942.16
I0005845201,O2025052600058452,P00447,母婴,1,140.15,140.15
I0005845301,O2025041700058453,P00384,母婴,1,447.11,447.11
I0005845401,O2026012100058454,P00032,母婴,1,1279.47,1279.47
I0005845501,O2025062800058455,P00306,母婴,1,282.45,282.45
I0005845502,O2025062800058455,P00005,家居,1,943.68,943.68
I0005845503,O2025062800058455,P00728,数码,1,1420.07,1420.07
I0005845504,O2025062800058455,P00139,家居,3,756.62,2269.86
I0005845601,O2025120300058456,P00780,服饰,1,473.96,473.96
I0005845701,O2025061500058457,P00223,美妆,1,104.82,104.82
I0005845702,O2025061500058457,P00788,食品,2,194.62,389.24
I0005845801,O2026011000058458,P00347,美妆,1,164.47,164.47
I0005845802,O2026011000058458,P00397,服饰,1,444.00,444.00
I0005845901,O2026061100058459,P00784,美妆,1,162.79,162.79
I0005845902,O2026061100058459,P00564,家居,1,292.87,292.87
I0005846001,O2026030800058460,P00572,服饰,2,291.56,583.12
I0005846002,O2026030800058460,P00114,美妆,2,90.36,180.72
I0005846003,O2026030800058460,P00087,运动,2,687.17,1374.34
I0005846004,O2026030800058460,P00080,图书,4,62.72,250.88
I0005846101,O2025101800058461,P00261,家电,2,2564.65,5129.30
I0005846102,O2025101800058461,P00678,数码,1,4961.46,4961.46
I0005846201,O2025071800058462,P00622,家电,2,2007.66,4015.32
I0005846202,O2025071800058462,P00582,数码,1,2125.40,2125.40
I0005846301,O2025061900058463,P00073,家居,3,1099.80,3299.40
I0005846401,O2025041300058464,P00776,食品,1,72.97,72.97
I0005846402,O2025041300058464,P00293,母婴,1,356.19,356.19
I0005846403,O2025041300058464,P00704,母婴,2,892.68,1785.36
I0005846404,O2025041300058464,P00765,母婴,1,224.54,224.54
I0005846405,O2025041300058464,P00219,母婴,1,270.71,270.71
I0005846501,O2025071400058465,P00173,运动,1,525.19,525.19
I0005846502,O2025071400058465,P00673,食品,1,197.48,197.48
I0005846601,O2026022400058466,P00546,数码,1,1092.10,1092.10
I0005846602,O2026022400058466,P00540,数码,1,2139.04,2139.04
I0005846603,O2026022400058466,P00800,数码,1,2867.43,2867.43
I0005846604,O2026022400058466,P00185,数码,1,1382.12,1382.12
I0005846605,O2026022400058466,P00088,食品,1,33.18,33.18
I0005846701,O2025051700058467,P00738,食品,4,86.68,346.72
I0005846702,O2025051700058467,P00333,家居,1,448.82,448.82
I0005846801,O2025122900058468,P00083,美妆,1,153.63,153.63
I0005846802,O2025122900058468,P00331,食品,3,150.37,451.11
I0005846901,O2026030300058469,P00321,服饰,2,305.40,610.80
I0005846902,O2026030300058469,P00182,美妆,2,236.65,473.30
I0005846903,O2026030300058469,P00222,美妆,1,205.05,205.05
I0005846904,O2026030300058469,P00050,美妆,1,444.46,444.46
I0005846905,O2026030300058469,P00087,运动,1,661.39,661.39
I0005847001,O2025100100058470,P00192,数码,1,1067.06,1067.06
I0005847002,O2025100100058470,P00009,家电,1,1801.13,1801.13
I0005847003,O2025100100058470,P00060,图书,1,80.74,80.74
I0005847004,O2025100100058470,P00319,图书,1,56.11,56.11
I0005847101,O2025071900058471,P00728,数码,1,1408.72,1408.72
I0005847201,O2026050100058472,P00438,服饰,4,234.96,939.84
I0005847301,O2025112200058473,P00381,食品,1,164.82,164.82
I0005847302,O2025112200058473,P00641,服饰,1,233.68,233.68
I0005847401,O2025030500058474,P00602,数码,4,3596.85,14387.40
I0005847402,O2025030500058474,P00710,家电,4,1278.40,5113.60
I0005847501,O2025122300058475,P00253,食品,2,57.85,115.70
I0005847502,O2025122300058475,P00073,家居,3,1102.86,3308.58
I0005847503,O2025122300058475,P00582,数码,1,2206.92,2206.92
